id,url,title,description,priority,topic,topicid,stemd,topTerms,topStems
http://www.cafebistrofilou.de/,http://www.cafebistrofilou.de/,Restaurant-Cafe Bistro Filou,Konditorei-Cafe mit Fotogalerie und Lageplan.,-1,Top/World/Deutsch/Regional/Europa/Deutschland/Rheinland-Pfalz/Landkreise/Cochem-Zell/Städte_und_Gemeinden/Cochem/Gastgewerbe/Essen_und_Trinken,top_world_deutsch_regional_europa_deutschland_rheinland-pfalz_landkreise_cochem-zell_städte_und_gemeinden_cochem_gastgewerbe_essen_und_trinken,top world deutsch region europa deutschland rheinland-pfalz landkreis cochem-zel städte und gemeinden cochem gastgewerb essen und trinkenkonditorei-caf mit fotogaleri und lageplan.restaurant-caf bistro filou,,"und, "
http://www.san-christobal.de/,http://www.san-christobal.de/,Restaurant San-Christobal,Überblick über die mexicanische Küche. Themenspezifische Aktionen an Wochentagen.,-1,Top/World/Deutsch/Regional/Europa/Deutschland/Rheinland-Pfalz/Landkreise/Cochem-Zell/Städte_und_Gemeinden/Cochem/Gastgewerbe/Essen_und_Trinken,top_world_deutsch_regional_europa_deutschland_rheinland-pfalz_landkreise_cochem-zell_städte_und_gemeinden_cochem_gastgewerbe_essen_und_trinken,top world deutsch region europa deutschland rheinland-pfalz landkreis cochem-zel städte und gemeinden cochem gastgewerb essen und trinkenüberblick über die mexicanisch küche. themenspezifisch aktionen an wochentagen.restaur san-christob,,
http://www.zom-stueffje.de/,http://www.zom-stueffje.de/,Restaurant Zom Stüffje,"Fotos des Restaurants, die Speisekarte und eine direkte Reservierungsmöglichkeit werden angeboten.",-1,Top/World/Deutsch/Regional/Europa/Deutschland/Rheinland-Pfalz/Landkreise/Cochem-Zell/Städte_und_Gemeinden/Cochem/Gastgewerbe/Essen_und_Trinken,top_world_deutsch_regional_europa_deutschland_rheinland-pfalz_landkreise_cochem-zell_städte_und_gemeinden_cochem_gastgewerbe_essen_und_trinken,"top world deutsch region europa deutschland rheinland-pfalz landkreis cochem-zel städte und gemeinden cochem gastgewerb essen und trinkenfoto des restaurants, die speisekart und ein direkt reservierungsmöglichkeit werden angeboten.restaur zom stüffje",,"und, "
http://www.castellocochem.de/,http://www.castellocochem.de/,Ristorante Castello,Neben der Speisekarte und dem Gästebuch findet sich ein Fotoalbum mit Bezug zur italienischen Heimat der Gastgeber.,-1,Top/World/Deutsch/Regional/Europa/Deutschland/Rheinland-Pfalz/Landkreise/Cochem-Zell/Städte_und_Gemeinden/Cochem/Gastgewerbe/Essen_und_Trinken,top_world_deutsch_regional_europa_deutschland_rheinland-pfalz_landkreise_cochem-zell_städte_und_gemeinden_cochem_gastgewerbe_essen_und_trinken,top world deutsch region europa deutschland rheinland-pfalz landkreis cochem-zel städte und gemeinden cochem gastgewerb essen und trinkenneben der speisekart und dem gästebuch findet sich ein fotoalbum mit bezug zur italienischen heimat der gastgeber.ristorant castello,,"und, "
http://www.davinci-cochem.de/,http://www.davinci-cochem.de/,"Da Vinci - Ristorante, Pizzeria",Die Angebote und Öffnungszeiten werden vorgestellt.,-1,Top/World/Deutsch/Regional/Europa/Deutschland/Rheinland-Pfalz/Landkreise/Cochem-Zell/Städte_und_Gemeinden/Cochem/Gastgewerbe/Essen_und_Trinken,top_world_deutsch_regional_europa_deutschland_rheinland-pfalz_landkreise_cochem-zell_städte_und_gemeinden_cochem_gastgewerbe_essen_und_trinken,"top world deutsch region europa deutschland rheinland-pfalz landkreis cochem-zel städte und gemeinden cochem gastgewerb essen und trinkendi angebot und öffnungszeiten werden vorgestellt.da vinci - ristorante, pizzeria",,"und, "
http://www.camping-cochem.de/,http://www.camping-cochem.de/,Campingplatz Schausten,"Beschreibung der Campinganlage mit Preisliste, Freizeitmöglichkeiten und Fotogalerie. Mietwohnwagen werden angeboten.",-1,Top/World/Deutsch/Regional/Europa/Deutschland/Rheinland-Pfalz/Landkreise/Cochem-Zell/Städte_und_Gemeinden/Cochem/Gastgewerbe/Unterkunft,top_world_deutsch_regional_europa_deutschland_rheinland-pfalz_landkreise_cochem-zell_städte_und_gemeinden_cochem_gastgewerbe_unterkunft,"top world deutsch region europa deutschland rheinland-pfalz landkreis cochem-zel städte und gemeinden cochem gastgewerb unterkunftbeschreibung der campinganlag mit preisliste, freizeitmöglichkeiten und fotogalerie. mietwohnwagen werden angeboten.campingplatz schausten",,
http://www.moselbad.de/willkommen.html,http://www.moselbad.de/willkommen.html,Campingplatz am Freizeitzentrum,"Der am Freizeitzentrum liegende Platz informiert über Preise, Freizeitmöglichkeiten und direkter Buchung.",-1,Top/World/Deutsch/Regional/Europa/Deutschland/Rheinland-Pfalz/Landkreise/Cochem-Zell/Städte_und_Gemeinden/Cochem/Gastgewerbe/Unterkunft,top_world_deutsch_regional_europa_deutschland_rheinland-pfalz_landkreise_cochem-zell_städte_und_gemeinden_cochem_gastgewerbe_unterkunft,"top world deutsch region europa deutschland rheinland-pfalz landkreis cochem-zel städte und gemeinden cochem gastgewerb unterkunftd am freizeitzentrum liegend platz informiert über preise, freizeitmöglichkeiten und direkt buchung.campingplatz am freizeitzentrum",,
http://www.diejugendherbergen.de/jugendherbergen/Cochem,http://www.diejugendherbergen.de/jugendherbergen/Cochem,Jugendherberge Cochem,"Programme für Familien und Schulklassen werden vorgestellt. Preise, Ideen zu Workshops und Freizeitgestaltung.",-1,Top/World/Deutsch/Regional/Europa/Deutschland/Rheinland-Pfalz/Landkreise/Cochem-Zell/Städte_und_Gemeinden/Cochem/Gastgewerbe/Unterkunft,top_world_deutsch_regional_europa_deutschland_rheinland-pfalz_landkreise_cochem-zell_städte_und_gemeinden_cochem_gastgewerbe_unterkunft,"top world deutsch region europa deutschland rheinland-pfalz landkreis cochem-zel städte und gemeinden cochem gastgewerb unterkunftprogramm für familien und schulklassen werden vorgestellt. preise, ideen zu workshop und freizeitgestaltung.jugendherberg cochem",,"und, cochem, "
http://www.mosel-cochem.de/,http://www.mosel-cochem.de/,Ferienhaus Am Reilsbach,"Informationen zu den Wohnungen, Freizeitaktivitäten und Preisen. Direkte Buchung ist möglich.",-1,Top/World/Deutsch/Regional/Europa/Deutschland/Rheinland-Pfalz/Landkreise/Cochem-Zell/Städte_und_Gemeinden/Cochem/Gastgewerbe/Unterkunft/Ferienwohnungen_und_-häuser,top_world_deutsch_regional_europa_deutschland_rheinland-pfalz_landkreise_cochem-zell_städte_und_gemeinden_cochem_gastgewerbe_unterkunft_ferienwohnungen_und_-häuser,"top world deutsch region europa deutschland rheinland-pfalz landkreis cochem-zel städte und gemeinden cochem gastgewerb unterkunft ferienwohnungen und -häuserinformationen zu den wohnungen, freizeitaktivitäten und preisen. direkt buchung ist möglich.ferienhaus am reilsbach",,"und, "
http://www.fewo-haus-flora.de/,http://www.fewo-haus-flora.de/,Ferienwohnungen Haus Flora,Bildergalerie der Wohnungen mit Preislisten. Direkte Buchungsmöglichkeit und Lageplan.,-1,Top/World/Deutsch/Regional/Europa/Deutschland/Rheinland-Pfalz/Landkreise/Cochem-Zell/Städte_und_Gemeinden/Cochem/Gastgewerbe/Unterkunft/Ferienwohnungen_und_-häuser,top_world_deutsch_regional_europa_deutschland_rheinland-pfalz_landkreise_cochem-zell_städte_und_gemeinden_cochem_gastgewerbe_unterkunft_ferienwohnungen_und_-häuser,top world deutsch region europa deutschland rheinland-pfalz landkreis cochem-zel städte und gemeinden cochem gastgewerb unterkunft ferienwohnungen und -häuserbildergaleri der wohnungen mit preislisten. direkt buchungsmöglichkeit und lageplan.ferienwohnungen haus flora,,"und, "
http://www.cochem-ferienwohnungen.de/,http://www.cochem-ferienwohnungen.de/,Ferienwohnungen Siweris,Die Ferienwohnungen werden in Bildern und mit Preisangaben vorgestellt. Vorschläge zur Freizeitgestaltung.,-1,Top/World/Deutsch/Regional/Europa/Deutschland/Rheinland-Pfalz/Landkreise/Cochem-Zell/Städte_und_Gemeinden/Cochem/Gastgewerbe/Unterkunft/Ferienwohnungen_und_-häuser,top_world_deutsch_regional_europa_deutschland_rheinland-pfalz_landkreise_cochem-zell_städte_und_gemeinden_cochem_gastgewerbe_unterkunft_ferienwohnungen_und_-häuser,top world deutsch region europa deutschland rheinland-pfalz landkreis cochem-zel städte und gemeinden cochem gastgewerb unterkunft ferienwohnungen und -häuserdi ferienwohnungen werden in bildern und mit preisangaben vorgestellt. vorschläg zur freizeitgestaltung.ferienwohnungen siweri,,"ferienwohnungen, und, "
http://www.gaestehaus-albers.de/,http://www.gaestehaus-albers.de/,Gästehaus Albers,Vorstellung der Ferienwohnungen und Gästezimmer mit Preisangaben.,-1,Top/World/Deutsch/Regional/Europa/Deutschland/Rheinland-Pfalz/Landkreise/Cochem-Zell/Städte_und_Gemeinden/Cochem/Gastgewerbe/Unterkunft/Ferienwohnungen_und_-häuser,top_world_deutsch_regional_europa_deutschland_rheinland-pfalz_landkreise_cochem-zell_städte_und_gemeinden_cochem_gastgewerbe_unterkunft_ferienwohnungen_und_-häuser,top world deutsch region europa deutschland rheinland-pfalz landkreis cochem-zel städte und gemeinden cochem gastgewerb unterkunft ferienwohnungen und -häuservorstellung der ferienwohnungen und gästezimm mit preisangaben.gästehaus alber,,
http://www.ferienwohnung-haus-christina.de/,http://www.ferienwohnung-haus-christina.de/,Haus Christina,Die Ferienwohnung im Ortsteil Obercond wird in Bildern und mit Preisangabe vorgestellt.,-1,Top/World/Deutsch/Regional/Europa/Deutschland/Rheinland-Pfalz/Landkreise/Cochem-Zell/Städte_und_Gemeinden/Cochem/Gastgewerbe/Unterkunft/Ferienwohnungen_und_-häuser,top_world_deutsch_regional_europa_deutschland_rheinland-pfalz_landkreise_cochem-zell_städte_und_gemeinden_cochem_gastgewerbe_unterkunft_ferienwohnungen_und_-häuser,top world deutsch region europa deutschland rheinland-pfalz landkreis cochem-zel städte und gemeinden cochem gastgewerb unterkunft ferienwohnungen und -häuserdi ferienwohnung im ortsteil obercond wird in bildern und mit preisangab vorgestellt.haus christina,,"und, "
http://www.haus-erholung.de/,http://www.haus-erholung.de/,Haus Erholung,Gästezimmer und Appartements mit hauseigenem Schwimmbad und Preislisten.,-1,Top/World/Deutsch/Regional/Europa/Deutschland/Rheinland-Pfalz/Landkreise/Cochem-Zell/Städte_und_Gemeinden/Cochem/Gastgewerbe/Unterkunft/Ferienwohnungen_und_-häuser,top_world_deutsch_regional_europa_deutschland_rheinland-pfalz_landkreise_cochem-zell_städte_und_gemeinden_cochem_gastgewerbe_unterkunft_ferienwohnungen_und_-häuser,top world deutsch region europa deutschland rheinland-pfalz landkreis cochem-zel städte und gemeinden cochem gastgewerb unterkunft ferienwohnungen und -häusergästezimm und appart mit hauseigenem schwimmbad und preislisten.haus erholung,"und, ","und, "
http://www.ferienwohnung-michels.de/,http://www.ferienwohnung-michels.de/,Ferienwohnungen Michels,Vorstellung der Komfort-Ferienwohnungen bis zu 4 Personen mit direkter Buchungsanfrage.,-1,Top/World/Deutsch/Regional/Europa/Deutschland/Rheinland-Pfalz/Landkreise/Cochem-Zell/Städte_und_Gemeinden/Cochem/Gastgewerbe/Unterkunft/Ferienwohnungen_und_-häuser,top_world_deutsch_regional_europa_deutschland_rheinland-pfalz_landkreise_cochem-zell_städte_und_gemeinden_cochem_gastgewerbe_unterkunft_ferienwohnungen_und_-häuser,top world deutsch region europa deutschland rheinland-pfalz landkreis cochem-zel städte und gemeinden cochem gastgewerb unterkunft ferienwohnungen und -häuservorstellung der komfort-ferienwohnungen bis zu 4 personen mit direkt buchungsanfrage.ferienwohnungen michel,,"ferienwohnungen, "
http://www.hausvonhoegen.de/,http://www.hausvonhoegen.de/,Haus von Hoegen,Angeboten werden Appartements und Ferienwohnungen im Ortsteil Sehl. Preise für Specials und Hinweise auf die Umgebung sind vorhanden.,-1,Top/World/Deutsch/Regional/Europa/Deutschland/Rheinland-Pfalz/Landkreise/Cochem-Zell/Städte_und_Gemeinden/Cochem/Gastgewerbe/Unterkunft/Ferienwohnungen_und_-häuser,top_world_deutsch_regional_europa_deutschland_rheinland-pfalz_landkreise_cochem-zell_städte_und_gemeinden_cochem_gastgewerbe_unterkunft_ferienwohnungen_und_-häuser,top world deutsch region europa deutschland rheinland-pfalz landkreis cochem-zel städte und gemeinden cochem gastgewerb unterkunft ferienwohnungen und -häuserangeboten werden appart und ferienwohnungen im ortsteil sehl. preis für special und hinweis auf die umgebung sind vorhanden.haus von hoegen,"und, ","und, "
http://www.pension-dapper.de/,http://www.pension-dapper.de/,Pension Dapper,Bietet einen Überblick über die Ferienwohnungen und Gästezimmer.,-1,Top/World/Deutsch/Regional/Europa/Deutschland/Rheinland-Pfalz/Landkreise/Cochem-Zell/Städte_und_Gemeinden/Cochem/Gastgewerbe/Unterkunft/Ferienwohnungen_und_-häuser,top_world_deutsch_regional_europa_deutschland_rheinland-pfalz_landkreise_cochem-zell_städte_und_gemeinden_cochem_gastgewerbe_unterkunft_ferienwohnungen_und_-häuser,top world deutsch region europa deutschland rheinland-pfalz landkreis cochem-zel städte und gemeinden cochem gastgewerb unterkunft ferienwohnungen und -häuserbietet einen überblick über die ferienwohnungen und gästezimmer.pens dapper,,
http://www.haus-daniela.de/,http://www.haus-daniela.de/,Haus Daniela,Darstellung der Appartements und Studios. Stellt Gästebuch und Online-Reservierung bereit.,-1,Top/World/Deutsch/Regional/Europa/Deutschland/Rheinland-Pfalz/Landkreise/Cochem-Zell/Städte_und_Gemeinden/Cochem/Gastgewerbe/Unterkunft/Ferienwohnungen_und_-häuser,top_world_deutsch_regional_europa_deutschland_rheinland-pfalz_landkreise_cochem-zell_städte_und_gemeinden_cochem_gastgewerbe_unterkunft_ferienwohnungen_und_-häuser,top world deutsch region europa deutschland rheinland-pfalz landkreis cochem-zel städte und gemeinden cochem gastgewerb unterkunft ferienwohnungen und -häuserdarstellung der appart und studios. stellt gästebuch und online-reservierung bereit.haus daniela,"und, ","und, "
http://www.pension-schneider-cochem.de/,http://www.pension-schneider-cochem.de/,Pension Schneider,"Angeboten werden Gästezimmer, Appartements und Ferienwohnungen. Links zu weiteren Urlaubs-Ausflügen.",-1,Top/World/Deutsch/Regional/Europa/Deutschland/Rheinland-Pfalz/Landkreise/Cochem-Zell/Städte_und_Gemeinden/Cochem/Gastgewerbe/Unterkunft/Ferienwohnungen_und_-häuser,top_world_deutsch_regional_europa_deutschland_rheinland-pfalz_landkreise_cochem-zell_städte_und_gemeinden_cochem_gastgewerbe_unterkunft_ferienwohnungen_und_-häuser,"top world deutsch region europa deutschland rheinland-pfalz landkreis cochem-zel städte und gemeinden cochem gastgewerb unterkunft ferienwohnungen und -häuserangeboten werden gästezimmer, appart und ferienwohnungen. link zu weiteren urlaubs-ausflügen.pens schneider",,"und, "
http://www.schlossbergkeller.de/,http://www.schlossbergkeller.de/,Schlossbergkeller,"Vorstellung der Weinstube, der Ferien-Wohnungen und des Ferienhauses.",-1,Top/World/Deutsch/Regional/Europa/Deutschland/Rheinland-Pfalz/Landkreise/Cochem-Zell/Städte_und_Gemeinden/Cochem/Gastgewerbe/Unterkunft/Ferienwohnungen_und_-häuser,top_world_deutsch_regional_europa_deutschland_rheinland-pfalz_landkreise_cochem-zell_städte_und_gemeinden_cochem_gastgewerbe_unterkunft_ferienwohnungen_und_-häuser,"top world deutsch region europa deutschland rheinland-pfalz landkreis cochem-zel städte und gemeinden cochem gastgewerb unterkunft ferienwohnungen und -häuservorstellung der weinstube, der ferien-wohnungen und des ferienhauses.schlossbergkel",,"und, "
http://www.pension-hendriks.de/,http://www.pension-hendriks.de/,Pension-Hendriks,Informationen über die Gästezimmer und Ferienwohnungen mit Preisangaben.,-1,Top/World/Deutsch/Regional/Europa/Deutschland/Rheinland-Pfalz/Landkreise/Cochem-Zell/Städte_und_Gemeinden/Cochem/Gastgewerbe/Unterkunft/Ferienwohnungen_und_-häuser,top_world_deutsch_regional_europa_deutschland_rheinland-pfalz_landkreise_cochem-zell_städte_und_gemeinden_cochem_gastgewerbe_unterkunft_ferienwohnungen_und_-häuser,top world deutsch region europa deutschland rheinland-pfalz landkreis cochem-zel städte und gemeinden cochem gastgewerb unterkunft ferienwohnungen und -häuserinformationen über die gästezimm und ferienwohnungen mit preisangaben.pension-hendrik,,"und, "
http://www.wilma-schilken.de/,http://www.wilma-schilken.de/,Gästehaus Wilma Schilken,Bebilderte Übersicht über die Ferienwohnung und Gästezimmer mit Preisangabe.,-1,Top/World/Deutsch/Regional/Europa/Deutschland/Rheinland-Pfalz/Landkreise/Cochem-Zell/Städte_und_Gemeinden/Cochem/Gastgewerbe/Unterkunft/Ferienwohnungen_und_-häuser,top_world_deutsch_regional_europa_deutschland_rheinland-pfalz_landkreise_cochem-zell_städte_und_gemeinden_cochem_gastgewerbe_unterkunft_ferienwohnungen_und_-häuser,top world deutsch region europa deutschland rheinland-pfalz landkreis cochem-zel städte und gemeinden cochem gastgewerb unterkunft ferienwohnungen und -häuserbebildert übersicht über die ferienwohnung und gästezimm mit preisangabe.gästehaus wilma schilken,,"und, "
http://www.haus-linde-cochem.de/,http://www.haus-linde-cochem.de/,Haus Linde,Das Feriendomizil informiert über die Appartements und stellt seine Foto-Galerie vor.,-1,Top/World/Deutsch/Regional/Europa/Deutschland/Rheinland-Pfalz/Landkreise/Cochem-Zell/Städte_und_Gemeinden/Cochem/Gastgewerbe/Unterkunft/Ferienwohnungen_und_-häuser,top_world_deutsch_regional_europa_deutschland_rheinland-pfalz_landkreise_cochem-zell_städte_und_gemeinden_cochem_gastgewerbe_unterkunft_ferienwohnungen_und_-häuser,top world deutsch region europa deutschland rheinland-pfalz landkreis cochem-zel städte und gemeinden cochem gastgewerb unterkunft ferienwohnungen und -häuserda feriendomizil informiert über die appart und stellt sein foto-galeri vor.haus lind,,"und, "
http://www.fewo-haus-moselblick.de/,http://www.fewo-haus-moselblick.de/,Haus Moselblick,Ferienwohnungen in verschiedenen Grössen. Preisliste mit Sparangebote.,-1,Top/World/Deutsch/Regional/Europa/Deutschland/Rheinland-Pfalz/Landkreise/Cochem-Zell/Städte_und_Gemeinden/Cochem/Gastgewerbe/Unterkunft/Ferienwohnungen_und_-häuser,top_world_deutsch_regional_europa_deutschland_rheinland-pfalz_landkreise_cochem-zell_städte_und_gemeinden_cochem_gastgewerbe_unterkunft_ferienwohnungen_und_-häuser,top world deutsch region europa deutschland rheinland-pfalz landkreis cochem-zel städte und gemeinden cochem gastgewerb unterkunft ferienwohnungen und -häuserferienwohnungen in verschiedenen grössen. preislist mit sparangebote.haus moselblick,,
http://www.vfreinke.de/,http://www.vfreinke.de/,Ferienwohnung Reinke,Übersicht über die Wohnung mit Preisangaben.,-1,Top/World/Deutsch/Regional/Europa/Deutschland/Rheinland-Pfalz/Landkreise/Cochem-Zell/Städte_und_Gemeinden/Cochem/Gastgewerbe/Unterkunft/Ferienwohnungen_und_-häuser,top_world_deutsch_regional_europa_deutschland_rheinland-pfalz_landkreise_cochem-zell_städte_und_gemeinden_cochem_gastgewerbe_unterkunft_ferienwohnungen_und_-häuser,top world deutsch region europa deutschland rheinland-pfalz landkreis cochem-zel städte und gemeinden cochem gastgewerb unterkunft ferienwohnungen und -häuserübersicht über die wohnung mit preisangaben.ferienwohnung reink,,
http://www.haus-am-klostergarten.de/,http://www.haus-am-klostergarten.de/,Am Klostergarten,Informationen über die Ferienwohnungen mit Foto-Impressionen und Freizeit-Tipps.,-1,Top/World/Deutsch/Regional/Europa/Deutschland/Rheinland-Pfalz/Landkreise/Cochem-Zell/Städte_und_Gemeinden/Cochem/Gastgewerbe/Unterkunft/Ferienwohnungen_und_-häuser,top_world_deutsch_regional_europa_deutschland_rheinland-pfalz_landkreise_cochem-zell_städte_und_gemeinden_cochem_gastgewerbe_unterkunft_ferienwohnungen_und_-häuser,top world deutsch region europa deutschland rheinland-pfalz landkreis cochem-zel städte und gemeinden cochem gastgewerb unterkunft ferienwohnungen und -häuserinformationen über die ferienwohnungen mit foto-impressionen und freizeit-tipps.am klostergarten,,"und, "
